1 1:-0.90076875686645508 2:0.022830402478575706 3:0.10773968696594238 4:1.0079092979431152 5:0.42547434568405151 6:-0.69685858488082886 7:0.39947023987770081 8:-0.17490467429161072 9:0.075259529054164886 10:0.3701196014881134 11:0.59255701303482056 12:0.065605953335762024 13:0.025491151958703995 14:-0.12920720875263214 15:0.34819880127906799 16:-0.79599076509475708 17:-0.94037044048309326 18:-0.80425035953521729 19:-0.73815381526947021 20:0.12403329461812973 21:0.66671440005302429 22:-0.73513440787792206 23:-0.0591001957654953 24:0.78586713473002112 25:-0.42968115210533142 26:0.02070210874080658 27:0.66374305884043372 28:-0.075877318634108334 29:0.21725613623857498 30:0.66608564555644989 31:-0.69343298176924384 32:-1.16351983944575 33:-0.2237733950217565 34:0.78034430742263794 35:0.73919397592544556 36:-0.76987890402475989 37:-0.31510308633248013 38:0.12247328956921895 39:0.6780723134676615 40:0.56264198819796241 41:0.16017923 42:-0.10393551 43:-0.33855912 44:0.17851168 45:-0.091190785 46:-0.87696189 47:-0.63243991 48:-0.17924908 49:0.03149971 50:0.32041615 51:-0.2499091 52:0.16881724 53:-0.20551708 54:0.81423169 55:0.54810756 56:-0.19332331 57:-0.18753828 58:0.21411563 59:0.050095618 60:-0.16443679 
1 1:-0.90076875686645508 2:0.022830402478575706 3:0.10773968696594238 4:1.0079092979431152 5:0.42547434568405151 6:-0.69685858488082886 7:0.39947023987770081 8:-0.17490467429161072 9:0.075259529054164886 10:0.3701196014881134 11:0.59255701303482056 12:0.065605953335762024 13:0.025491151958703995 14:-0.12920720875263214 15:0.34819880127906799 16:-0.79599076509475708 17:-0.94037044048309326 18:-0.80425035953521729 19:-0.73815381526947021 20:0.12403329461812973 21:0.15281702065840364 22:0.62712220847606659 23:0.48226802051067352 24:0.58103378117084503 25:0.12773066759109497 26:-0.53744589164853096 27:0.48759155347943306 28:-0.42982760071754456 29:0.17366838455200195 30:-0.25932398438453674 31:-0.8017696812748909 32:-0.60751721262931824 33:0.054979793727397919 34:-0.052069775760173798 35:0.051650037989020348 36:0.31248756404966116 37:-0.4300217479467392 38:-1.1353333592414856 39:0.26327782217413187 40:-0.45364581793546677 41:0.16017923 42:-0.10393551 43:-0.33855912 44:0.17851168 45:-0.091190785 46:-0.87696189 47:-0.63243991 48:-0.17924908 49:0.03149971 50:0.32041615 51:-0.2499091 52:0.16881724 53:-0.20551708 54:0.81423169 55:0.54810756 56:-0.19332331 57:-0.18753828 58:0.21411563 59:0.050095618 60:-0.16443679 
1 1:-0.90076875686645508 2:0.022830402478575706 3:0.10773968696594238 4:1.0079092979431152 5:0.42547434568405151 6:-0.69685858488082886 7:0.39947023987770081 8:-0.17490467429161072 9:0.075259529054164886 10:0.3701196014881134 11:0.59255701303482056 12:0.065605953335762024 13:0.025491151958703995 14:-0.12920720875263214 15:0.34819880127906799 16:-0.79599076509475708 17:-0.94037044048309326 18:-0.80425035953521729 19:-0.73815381526947021 20:0.12403329461812973 21:-0.03184276819229126 22:0.11239455143610637 23:0.580341229836146 24:0.59592328468958533 25:0.30847446123758954 26:0.1364090908318758 27:0.37571560343106586 28:0.20739944527546564 29:0.57456691563129425 30:-0.69189021984736121 31:-1.4213319619496663 32:-0.39871470133463544 33:-0.20339823265870413 34:-0.15438583493232727 35:0.21842078616221747 36:-0.073989498118559524 37:-0.35445036490758258 38:0.18830740451812744 39:0.20656594478835663 40:-0.56901135047276818 41:0.16017923 42:-0.10393551 43:-0.33855912 44:0.17851168 45:-0.091190785 46:-0.87696189 47:-0.63243991 48:-0.17924908 49:0.03149971 50:0.32041615 51:-0.2499091 52:0.16881724 53:-0.20551708 54:0.81423169 55:0.54810756 56:-0.19332331 57:-0.18753828 58:0.21411563 59:0.050095618 60:-0.16443679 
1 1:0.10947659611701965 2:0.62644815444946289 3:0.22723452746868134 4:0.54087871313095093 5:-0.22565595805644989 6:-0.4319758415222168 7:0.55244284868240356 8:0.08729475736618042 9:-0.029708560556173325 10:0.19290372729301453 11:-0.035544939339160919 12:-0.6237989068031311 13:0.073211364448070526 14:-0.1825888603925705 15:0.78627908229827881 16:-1.5583440065383911 17:0.15704432129859924 18:-0.84764552116394043 19:-0.46004989743232727 20:-0.37511038780212402 21:0.14045701734721661 22:-0.96958959102630615 23:0.48926910758018494 24:0.92671078443527222 25:1.8958888649940491 26:-0.081769764423370361 27:0.91375410556793213 28:-0.392584428191185 29:-0.023249521851539612 30:1.5321934819221497 31:-0.58152824640274048 32:-0.98428153991699219 33:0.16793521866202354 34:0.52916669845581055 35:0.52350571751594543 36:-1.6522839665412903 37:0.082791529595851898 38:-0.75715802609920502 39:-0.36237066984176636 40:0.49166198074817657 41:0.1215668 42:0.77162826 43:-0.0089293774 44:-0.18470432 45:0.073048264 46:-0.8576768 47:-0.059200063 48:-0.29479548 49:0.15385279 50:0.59426516 51:0.47888356 52:-0.13214311 53:-0.039902844 54:-0.073817857 55:-0.17735252 56:0.29073751 57:0.07587786 58:0.36123815 59:0.010087391 60:0.15140904 
1 1:-0.58164030313491821 2:0.72324943542480469 3:0.51040947437286377 4:0.10467634350061417 5:0.073388934135437012 6:0.91663515567779541 7:0.72006165981292725 8:-0.17483614385128021 9:0.27926844358444214 10:0.43770503997802734 11:0.27185612916946411 12:-0.75880926847457886 13:0.51962435245513916 14:-0.38780495524406433 15:0.31642886996269226 16:0.76104152202606201 17:-0.10837942361831665 18:0.3841911256313324 19:0.31033647060394287 20:-0.21829026937484741 21:-0.090658411383628845 22:-0.02477547898888588 23:0.73609155416488647 24:-0.08676832914352417 25:0.65549314022064209 26:0.10197871923446655 27:0.43976068496704102 28:-0.65136188268661499 29:0.30292189121246338 30:0.95191943645477295 31:-0.50020051002502441 32:0.10399565100669861 33:0.13967780768871307 34:0.15814924240112305 35:0.52325707674026489 36:-0.40831854939460754 37:-0.14598450064659119 38:0.33323827385902405 39:-0.39853918552398682 40:0.044760603457689285 41:0.41480541 42:0.18768066 43:0.36736828 44:0.024155134 45:-0.24430293 46:-0.20697901 47:-0.31367168 48:-0.33034778 49:0.58818167 50:0.21898641 51:-0.074099369 52:-0.68397915 53:0.40105864 54:-0.32696563 55:0.0026276973 56:0.71709192 57:0.10469208 58:-0.4881185 59:-0.020642281 60:-0.4449482 
1 1:-0.58164030313491821 2:0.72324943542480469 3:0.51040947437286377 4:0.10467634350061417 5:0.073388934135437012 6:0.91663515567779541 7:0.72006165981292725 8:-0.17483614385128021 9:0.27926844358444214 10:0.43770503997802734 11:0.27185612916946411 12:-0.75880926847457886 13:0.51962435245513916 14:-0.38780495524406433 15:0.31642886996269226 16:0.76104152202606201 17:-0.10837942361831665 18:0.3841911256313324 19:0.31033647060394287 20:-0.21829026937484741 21:-0.25414779782295227 22:-0.39885714650154114 23:-0.2889024019241333 24:-0.14183555543422699 25:0.78526705503463745 26:0.31045052409172058 27:0.54736179113388062 28:-0.45366150140762329 29:-0.13642279803752899 30:1.0988620519638062 31:-0.68069475889205933 32:-0.12779590487480164 33:0.23237018287181854 34:-0.48365029692649841 35:0.91077679395675659 36:-0.39611327648162842 37:0.10012763738632202 38:0.42012357711791992 39:0.16954052448272705 40:0.030488533899188042 41:0.41480541 42:0.18768066 43:0.36736828 44:0.024155134 45:-0.24430293 46:-0.20697901 47:-0.31367168 48:-0.33034778 49:0.58818167 50:0.21898641 51:-0.074099369 52:-0.68397915 53:0.40105864 54:-0.32696563 55:0.0026276973 56:0.71709192 57:0.10469208 58:-0.4881185 59:-0.020642281 60:-0.4449482 
1 1:0.27521008253097534 2:-0.015482295304536819 3:-0.44590666890144348 4:-0.13327088952064514 5:0.35017025470733643 6:0.54775506258010864 7:-0.36199390888214111 8:-0.051381863653659821 9:0.40050351619720459 10:-0.36883437633514404 11:-0.26106345653533936 12:-0.71474820375442505 13:-0.57536232471466064 14:-1.5137466192245483 15:0.21435140073299408 16:-0.61165535449981689 17:-0.90134507417678833 18:-0.45099973678588867 19:-0.52118766307830811 20:0.51189762353897095 21:0.43210721015930176 22:-0.16566929221153259 23:0.018464745953679085 24:0.94323742389678955 25:0.37645372748374939 26:0.15391960740089417 27:-0.37849900126457214 28:0.46986392140388489 29:0.27193781733512878 30:-0.43579596281051636 31:-0.5651511549949646 32:0.18892401456832886 33:-0.83242028951644897 34:-0.65295219421386719 35:0.074802152812480927 36:-0.54412859678268433 37:-0.51907306909561157 38:-0.15476334095001221 39:-0.16762341558933258 40:-0.4725361168384552 41:0.37157002 42:0.46472612 43:0.12946357 44:-0.90093243 45:-0.12145332 46:0.18356368 47:-0.30078134 48:-0.14017603 49:-0.39951906 50:0.23115057 51:0.25022161 52:0.19907477 53:-0.47229454 54:0.5956558 55:0.22287557 56:-0.11050292 57:-0.4269194 58:0.44263411 59:-0.22064301 60:-0.080709897 
1 1:-0.81489187479019165 2:0.87407392263412476 3:0.31217813491821289 4:0.99425202608108521 5:-0.29406061768531799 6:-0.88025736808776855 7:1.2157008647918701 8:-0.54259908199310303 9:0.48923242092132568 10:-0.50879013538360596 11:0.27757173776626587 12:-0.59511458873748779 13:-1.3506292104721069 14:-0.4585644006729126 15:-0.26133972406387329 16:-0.76378148794174194 17:1.0339164733886719 18:-0.86767107248306274 19:0.49010241031646729 20:-0.25666543841362 21:0.22299824655056 22:0.6744225025177002 23:0.17702770233154297 24:0.42034643888473511 25:0.81165140867233276 26:-0.022711832076311111 27:0.88454753160476685 28:-0.51654553413391113 29:0.59437626600265503 30:0.090459942817687988 31:-0.29304495453834534 32:0.028450880199670792 33:-0.6805722713470459 34:0.62186378240585327 35:-0.0092179765924811363 36:0.16441804170608521 37:0.93391162157058716 38:-0.39747145771980286 39:0.3298061192035675 40:0.019260367378592491 41:0.21572028 42:-0.033235792 43:0.091573328 44:-0.2320556 45:-0.22675759 46:-0.94604594 47:0.91528541 48:-0.4494127 49:0.25143662 50:0.094322585 51:0.13305889 52:-0.18089755 53:0.026170973 54:0.5231486 55:0.68279028 56:-0.42729154 57:-0.2945067 58:0.59752792 59:0.30866164 60:0.47307274 
1 1:0.047568619251251221 2:0.46829330921173096 3:-0.1989973783493042 4:0.20863430202007294 5:0.48123848438262939 6:-0.34645766019821167 7:0.30926522612571716 8:0.026185557246208191 9:0.52126908302307129 10:-0.25239595770835876 11:0.051524795591831207 12:-0.11133862286806107 13:-0.18291333317756653 14:-0.22416050732135773 15:-0.26474457979202271 16:-0.91118621826171875 17:0.93120354413986206 18:-0.53816425800323486 19:-0.28957638144493103 20:-0.79625064134597778 21:-0.24633599817752838 22:-0.039442811161279678 23:-0.049139074981212616 24:0.057906318455934525 25:0.61811929941177368 26:-0.11819992959499359 27:0.067338839173316956 28:-0.3876354992389679 29:0.076104119420051575 30:0.2035229355096817 31:-0.0023162546567618847 32:-0.73636966943740845 33:-0.62634807825088501 34:0.20709279179573059 35:-0.25430124998092651 36:-0.05038774386048317 37:0.13382267951965332 38:0.30224335193634033 39:-0.27993121743202209 40:-0.061869241297245026 41:-0.73650497 42:0.15522762 43:0.35093388 44:0.23224299 45:-0.7419585 46:-0.15276936 47:-0.25653785 48:-0.47983083 49:-0.19910172 50:0.10872736 51:0.49625024 52:-0.044433765 53:-0.498532 54:0.25790215 55:0.075143382 56:-0.13924092 57:0.16782935 58:0.25891781 59:0.16512276 60:-0.054670874 
1 1:0.13658797740936279 2:0.70797449350357056 3:-0.6019408106803894 4:-1.1574194431304932 5:1.5015292167663574 6:0.74756282567977905 7:0.37048470973968506 8:-0.33240824937820435 9:-0.37429621815681458 10:-0.69259065389633179 11:0.87430542707443237 12:-0.30241674184799194 13:1.9170197248458862 14:-0.19875219464302063 15:-0.32789811491966248 16:0.54220789670944214 17:-0.86298626661300659 18:0.16879142820835114 19:-0.68712878227233887 20:1.387803316116333 21:0.20948319789022207 22:0.55615311861038208 23:-0.27482998557388783 24:0.34342782199382782 25:0.50293822586536407 26:0.37869004160165787 27:1.4772248268127441 28:-0.83872812986373901 29:-0.073189005255699158 30:-0.13248087838292122 31:-0.72451381385326385 32:-0.90671303868293762 33:-0.50551116466522217 34:0.55256515741348267 35:-0.40540037117898464 36:-0.13448663055896759 37:0.032511400058865547 38:0.11398728936910629 39:-0.21535712853074074 40:0.26243835687637329 41:-0.31676725 42:-0.62445039 43:0.45312259 44:-0.40091732 45:-0.27118328 46:-0.13087976 47:0.15341944 48:-0.55144936 49:0.40006465 50:0.67613363 51:-0.42687622 52:-0.30052578 53:0.50591707 54:-0.029926104 55:0.077543631 56:0.36695096 57:0.072260275 58:-0.032944042 59:-0.34877771 60:-0.15836503 
1 1:-0.22253219783306122 2:-0.48037064075469971 3:-0.38443559408187866 4:0.16707181930541992 5:0.66416478157043457 6:1.3355273008346558 7:0.17509381473064423 8:-0.42865335941314697 9:0.13444958627223969 10:-0.079461589455604553 11:0.11560726165771484 12:-1.2257357835769653 13:-0.38382533192634583 14:-1.4688565731048584 15:-0.9245150089263916 16:0.21706005930900574 17:-1.1654695272445679 18:-0.50454521179199219 19:-0.73651331663131714 20:0.61855196952819824 21:-0.15072863548994064 22:0.31623313948512077 23:-0.69818508625030518 24:0.20655747875571251 25:0.17886151621739069 26:0.84071882565816247 27:-0.28486338009436923 28:-0.23705589026212692 29:-0.21905802624921003 30:-0.33083657175302505 31:-0.32269365092118579 32:-0.63423416763544083 33:-0.25791641759375733 34:0.036422571788231529 35:-0.65366005400816596 36:-0.36470958590507507 37:-0.55897840360800422 38:-0.042653901502490044 39:-0.10077790993576248 40:0.21013545989990234 41:-0.37463632 42:0.4832519 43:0.16598171 44:-0.092734113 45:0.3569757 46:0.65432179 47:0.47566813 48:-0.32485926 49:-0.10447196 50:-0.030760914 51:0.22776154 52:-0.68039191 53:-0.40046391 54:0.65420932 55:-0.88287556 56:0.13078915 57:-0.29267147 58:0.48698634 59:-0.43830642 60:0.49381492 
