1 1:-0.2021784782409668 2:0.68379569053649902 3:-0.20886513590812683 4:-0.49729391932487488 5:0.1694147139787674 6:0.90826785564422607 7:-0.31923496723175049 8:-0.34020465612411499 9:1.4877166748046875 10:-0.8206515908241272 11:0.61982715129852295 12:-0.35888871550559998 13:-0.75806868076324463 14:-0.42980837821960449 15:-0.23661373555660248 16:-0.68126267194747925 17:-0.12519325315952301 18:0.056468617171049118 19:0.0031538447365164757 20:1.373456597328186 21:0.43319860100746155 22:0.86290007829666138 23:0.13601331412792206 24:0.30651849508285522 25:0.44846424460411072 26:0.62384331226348877 27:-0.52701783180236816 28:-0.37500083446502686 29:1.0303359031677246 30:-0.077705919742584229 31:0.12492953240871429 32:-0.49218097329139709 33:-0.51366263628005981 34:-0.309578537940979 35:0.16139876842498779 36:-0.57681328058242798 37:-0.64232552051544189 38:-0.77964138984680176 39:-0.15083158016204834 40:0.45246061682701111 41:-0.22975548 42:-0.44930288 43:0.99853808 44:-1.1642864 45:0.17313726 46:-0.22235823 47:0.13241203 48:-0.34373593 49:-0.052996337 50:0.52022952 51:0.23031865 52:-0.60883564 53:0.27086893 54:-0.013848617 55:-0.34478873 56:0.48578453 57:-0.26064113 58:0.3111628 59:0.30037245 60:0.52209032 
1 1:0.21909536421298981 2:0.26499065756797791 3:-0.30685293674468994 4:0.080069027841091156 5:0.11799054592847824 6:0.26647919416427612 7:-0.32574975490570068 8:0.10238031297922134 9:0.5908694863319397 10:-0.42406153678894043 11:-0.54915302991867065 12:0.0031795147806406021 13:0.071333117783069611 14:-0.10784146934747696 15:-0.15247039496898651 16:-0.19753527641296387 17:-0.16325627267360687 18:-0.94668692350387573 19:-0.56457060575485229 20:0.44366580247879028 21:0.5146530456840992 22:0.45315386354923248 23:-0.15968213742598891 24:0.20733562111854553 25:-0.025569364428520203 26:0.15089190378785133 27:-0.4155925028026104 28:-0.14727350696921349 29:-0.16650823131203651 30:0.091162260621786118 31:-0.63267514109611511 32:-0.41078363358974457 33:-0.10124109219759703 34:-0.33815418928861618 35:-0.92383529245853424 36:-0.65720547270029783 37:-0.51138223707675934 38:-0.1034376323223114 39:0.28531738370656967 40:-0.032375186681747437 41:-0.16332701 42:0.42708665 43:0.25284123 44:-0.30507019 45:-0.044334684 46:-0.085590243 47:0.23640564 48:-0.34421366 49:-0.29284748 50:0.53632998 51:-0.19191536 52:-0.20296611 53:-0.054994475 54:0.024288664 55:0.33169952 56:-0.20335647 57:-0.097157717 58:0.082826354 59:0.26591146 60:0.17351663 
1 1:0.46122610569000244 2:0.18027196824550629 3:1.1763960123062134 4:-1.2267006635665894 5:-1.5747470855712891 6:1.4744024276733398 7:0.86648529767990112 8:0.48659557104110718 9:2.0405886173248291 10:-1.005793571472168 11:0.15237201750278473 12:0.014625200070440769 13:0.12703272700309753 14:-0.77676528692245483 15:0.0087578622624278069 16:-1.5967493057250977 17:0.76916897296905518 18:-1.3848425149917603 19:0.93959301710128784 20:1.5075521469116211 21:0.53107386827468872 22:0.82472831010818481 23:0.50219577550888062 24:0.92683547735214233 25:-0.032174158841371536 26:0.75485885143280029 27:-1.3000184297561646 28:0.26205739378929138 29:0.89640253782272339 30:-0.92337274551391602 31:-0.81106597185134888 32:-0.087149538099765778 33:1.1584794521331787 34:0.44170626997947693 35:-0.78429496288299561 36:-1.0917372703552246 37:-0.4744594395160675 38:-0.35768163204193115 39:-0.23823449015617371 40:-0.64711171388626099 41:-0.55461723 42:-0.3083804 43:-0.39633724 44:-0.52330875 45:0.43544596 46:-0.0022107069 47:-0.74994671 48:-0.65427601 49:-0.4017581 50:-0.39798245 51:0.0081726285 52:0.1059152 53:-0.89578182 54:0.75269192 55:-0.25302055 56:0.45361683 57:0.19453508 58:0.48394027 59:-0.78794831 60:0.23627849 
1 1:-0.45706084370613098 2:0.54879868030548096 3:0.44459983706474304 4:-1.0381097793579102 5:-0.080108702182769775 6:-0.36036854982376099 7:-0.49770519137382507 8:0.38647919893264771 9:1.1301090717315674 10:-1.3526086807250977 11:0.36127281188964844 12:-0.37102502584457397 13:-0.73864233493804932 14:-0.96192079782485962 15:0.49299335479736328 16:-0.29591885209083557 17:0.15880925953388214 18:0.39133810997009277 19:0.20461037755012512 20:0.26322615146636963 21:-0.10517207533121109 22:2.0096490383148193 23:0.45433425903320312 24:0.083518765866756439 25:-0.34198462963104248 26:-0.83231359720230103 27:0.64693528413772583 28:0.84893161058425903 29:1.0280880928039551 30:-0.24405083060264587 31:1.0935205221176147 32:0.19910305738449097 33:0.07003571093082428 34:-0.27860537171363831 35:0.50521540641784668 36:-1.1012511253356934 37:-0.58660584688186646 38:1.3889304399490356 39:-0.39224475622177124 40:-0.097289040684700012 41:-0.32809231 42:0.18573086 43:0.77412283 44:-0.80802089 45:0.70640749 46:-0.43660763 47:-0.13301201 48:0.123055 49:0.27404606 50:0.20972376 51:0.51727664 52:0.3200157 53:-0.026949063 54:-0.056543764 55:0.40290117 56:0.10935625 57:-0.17567192 58:0.1315496 59:0.41434163 60:-0.60854608 
1 1:-0.86339300870895386 2:-0.24226765334606171 3:-0.48720639944076538 4:-0.19655148684978485 5:0.67987293004989624 6:1.8820647001266479 7:-0.048913303762674332 8:-0.52956002950668335 9:-0.57006567716598511 10:0.39259374141693115 11:0.74370849132537842 12:-0.66075676679611206 13:-0.084399640560150146 14:0.36001875996589661 15:-0.24709078669548035 16:0.043027859181165695 17:-1.1025310754776001 18:0.86324906349182129 19:0.053219389170408249 20:-0.16276970505714417 21:-0.24633599817752838 22:-0.039442811161279678 23:-0.049139074981212616 24:0.057906318455934525 25:0.61811929941177368 26:-0.11819992959499359 27:0.067338839173316956 28:-0.3876354992389679 29:0.076104119420051575 30:0.2035229355096817 31:-0.0023162546567618847 32:-0.73636966943740845 33:-0.62634807825088501 34:0.20709279179573059 35:-0.25430124998092651 36:-0.05038774386048317 37:0.13382267951965332 38:0.30224335193634033 39:-0.27993121743202209 40:-0.061869241297245026 41:-0.95474362 42:0.021779407 43:-0.21347171 44:0.070063807 45:-0.26506341 46:-0.45352459 47:-0.053018317 48:-0.066071749 49:-0.21112205 50:0.71138871 51:0.06926737 52:-0.84011704 53:0.53631908 54:-0.48936051 55:0.11373095 56:0.53204548 57:-0.50656915 58:0.023017319 59:-0.53206563 60:1.1437385 
1 1:-0.86339300870895386 2:-0.24226765334606171 3:-0.48720639944076538 4:-0.19655148684978485 5:0.67987293004989624 6:1.8820647001266479 7:-0.048913303762674332 8:-0.52956002950668335 9:-0.57006567716598511 10:0.39259374141693115 11:0.74370849132537842 12:-0.66075676679611206 13:-0.084399640560150146 14:0.36001875996589661 15:-0.24709078669548035 16:0.043027859181165695 17:-1.1025310754776001 18:0.86324906349182129 19:0.053219389170408249 20:-0.16276970505714417 21:-0.35578730702400208 22:0.93899434804916382 23:-0.012976748868823051 24:0.55030858516693115 25:0.90296679735183716 26:0.072865583002567291 27:0.60373401641845703 28:-0.10390284657478333 29:-0.44562041759490967 30:-0.2663595974445343 31:0.24679310619831085 32:0.11534614861011505 33:-0.6406484842300415 34:0.22759497165679932 35:-0.17988443374633789 36:0.19872015714645386 37:-0.050915710628032684 38:0.38471853733062744 39:0.53048098087310791 40:-0.26488545536994934 41:-0.95474362 42:0.021779407 43:-0.21347171 44:0.070063807 45:-0.26506341 46:-0.45352459 47:-0.053018317 48:-0.066071749 49:-0.21112205 50:0.71138871 51:0.06926737 52:-0.84011704 53:0.53631908 54:-0.48936051 55:0.11373095 56:0.53204548 57:-0.50656915 58:0.023017319 59:-0.53206563 60:1.1437385 
1 1:-0.86339300870895386 2:-0.24226765334606171 3:-0.48720639944076538 4:-0.19655148684978485 5:0.67987293004989624 6:1.8820647001266479 7:-0.048913303762674332 8:-0.52956002950668335 9:-0.57006567716598511 10:0.39259374141693115 11:0.74370849132537842 12:-0.66075676679611206 13:-0.084399640560150146 14:0.36001875996589661 15:-0.24709078669548035 16:0.043027859181165695 17:-1.1025310754776001 18:0.86324906349182129 19:0.053219389170408249 20:-0.16276970505714417 21:-0.22769627223412195 22:0.48967425028483075 23:-0.044292180488506951 24:-0.074721584717432663 25:0.84731610616048181 26:-0.52019385496775306 27:0.68245295683542884 28:-0.66115919748942054 29:-0.37857781102259952 30:0.10295249327706794 31:-0.049014672636985779 32:-0.10007940404951417 33:-0.49651477734247845 34:0.21702467153469721 35:-0.086731580396493271 36:-0.1364024751043568 37:-0.24969407916069031 38:0.15633214513460794 39:-0.11114013257126014 40:-0.32669097185134888 41:-0.95474362 42:0.021779407 43:-0.21347171 44:0.070063807 45:-0.26506341 46:-0.45352459 47:-0.053018317 48:-0.066071749 49:-0.21112205 50:0.71138871 51:0.06926737 52:-0.84011704 53:0.53631908 54:-0.48936051 55:0.11373095 56:0.53204548 57:-0.50656915 58:0.023017319 59:-0.53206563 60:1.1437385 
1 1:-0.14148339629173279 2:-0.013718441128730774 3:0.39009890705347061 4:-0.75317367911338806 5:0.15869877114892006 6:0.32460197806358337 7:0.45518200099468231 8:-0.063236786052584648 9:0.42661939561367035 10:0.44679665565490723 11:0.77268080413341522 12:-0.34563902020454407 13:0.63387089967727661 14:0.081838191486895084 15:0.15965816378593445 16:0.56788003444671631 17:-0.055306844413280487 18:-1.2939126640558243 19:0.095053121447563171 20:-0.39540954679250717 21:1.0775505304336548 22:0.90297549962997437 23:0.59132802486419678 24:0.028100812807679176 25:0.6988261342048645 26:-0.0033467882312834263 27:-0.85940819978713989 28:1.4356157779693604 29:0.096803925931453705 30:0.35840883851051331 31:-0.12589274346828461 32:0.64674752950668335 33:-0.35292086005210876 34:0.74676722288131714 35:-0.58123093843460083 36:-0.038452517241239548 37:0.10077656805515289 38:-0.79448038339614868 39:0.69297945499420166 40:-0.099495135247707367 41:0.030076612 42:-0.046072666 43:-0.54894137 44:0.51487499 45:-0.16642235 46:-0.36760283 47:0.12445469 48:-0.40078753 49:-0.012689415 50:-0.092402928 51:-0.41569403 52:0.10856985 53:-0.15499648 54:0.40379173 55:-0.10373941 56:0.24200268 57:-0.38002199 58:-0.92372072 59:-0.030419527 60:-4.6686953e-05 
1 1:-0.17401345074176788 2:0.069921895861625671 3:0.033402372151613235 4:-0.25694555044174194 5:0.37243765592575073 6:-0.2878568172454834 7:-0.14148755371570587 8:-0.39780956506729126 9:0.30782514810562134 10:-0.63568919897079468 11:-0.71624863147735596 12:-0.19869296252727509 13:-0.038604393601417542 14:-0.57946115732192993 15:0.4428304135799408 16:0.15640942752361298 17:0.68255424499511719 18:-0.140531986951828 19:0.064242146909236908 20:-0.14477299153804779 21:-0.26861759275197983 22:0.01879415474832058 23:-0.52299194037914276 24:-0.78739863634109497 25:0.40887950360774994 26:-0.38571029901504517 27:0.077914959983900189 28:-0.63523203134536743 29:-0.12919562309980392 30:0.59147489070892334 31:-1.1319106817245483 32:-0.71787551045417786 33:0.09772685170173645 34:-0.47576859593391418 35:-0.26390925794839859 36:-0.23161670565605164 37:0.38607161492109299 38:0.099899150431156158 39:-0.69679725170135498 40:-0.045926341786980629 41:-0.12616758 42:0.27928308 43:-0.29689181 44:-0.13133894 45:-0.39986375 46:0.58596367 47:-0.048089258 48:-0.29546049 49:0.060886014 50:-0.15520547 51:-0.073032916 52:-0.078117609 53:-0.43570295 54:0.24589323 55:-0.54670596 56:0.28530186 57:-0.17856094 58:0.3169812 59:-0.24709763 60:-0.17873847 
1 1:-0.17401345074176788 2:0.069921895861625671 3:0.033402372151613235 4:-0.25694555044174194 5:0.37243765592575073 6:-0.2878568172454834 7:-0.14148755371570587 8:-0.39780956506729126 9:0.30782514810562134 10:-0.63568919897079468 11:-0.71624863147735596 12:-0.19869296252727509 13:-0.038604393601417542 14:-0.57946115732192993 15:0.4428304135799408 16:0.15640942752361298 17:0.68255424499511719 18:-0.140531986951828 19:0.064242146909236908 20:-0.14477299153804779 21:0.16447808345158896 22:-0.15738049149513245 23:0.011497298876444498 24:-0.47706747551759082 25:-0.53068149089813232 26:-0.35709839314222336 27:0.3365829388300578 28:-0.27036206920941669 29:0.68799623847007751 30:0.21214811294339597 31:-0.97138055165608728 32:-0.83348925908406579 33:-0.38146627391688526 34:-0.56088072061538696 35:-0.31564808885256451 36:-1.5839349826176961 37:-0.15698800484339395 38:-0.19422672192255655 39:0.37222533548871678 40:0.80942512055238092 41:-0.12616758 42:0.27928308 43:-0.29689181 44:-0.13133894 45:-0.39986375 46:0.58596367 47:-0.048089258 48:-0.29546049 49:0.060886014 50:-0.15520547 51:-0.073032916 52:-0.078117609 53:-0.43570295 54:0.24589323 55:-0.54670596 56:0.28530186 57:-0.17856094 58:0.3169812 59:-0.24709763 60:-0.17873847 
1 1:-1.6852344274520874 2:0.88690745830535889 3:0.73527950048446655 4:0.22381427884101868 5:-0.35279959440231323 6:0.36772587895393372 7:0.019974587485194206 8:-0.26970121264457703 9:0.94413304328918457 10:-0.1605074554681778 11:-0.78247618675231934 12:0.12932330369949341 13:-0.2939223051071167 14:-0.40059614181518555 15:0.058452602475881577 16:-0.44001463055610657 17:0.48866072297096252 18:-0.4458429217338562 19:-0.88335484266281128 20:0.28919863700866699 21:0.35705138742923737 22:2.1862198114395142 23:-0.11524602770805359 24:-0.8146020770072937 25:-0.14313223585486412 26:-0.66741651296615601 27:-0.024135321378707886 28:-0.12418942153453827 29:0.033422648906707764 30:0.28236977010965347 31:-0.16394458152353764 32:-0.28181871026754379 33:-1.3326170146465302 34:0.065480411052703857 35:1.3968406319618225 36:-0.61921489238739014 37:-0.61318212747573853 38:-0.52664439380168915 39:0.76512389630079269 40:0.29192615672945976 41:-0.012241871 42:0.47855604 43:0.10008536 44:-0.11887006 45:-0.27174747 46:-0.40707934 47:-0.19927844 48:-0.88634354 49:-0.28076333 50:0.37611279 51:0.22165862 52:-0.072412938 53:0.59693956 54:0.051236682 55:-0.10292671 56:-0.075413346 57:0.24622756 58:0.4302246 59:0.36000103 60:-0.38950768 
